"100. Research Methods in Psychology (7 credits). F,W,S","An introduction to research methods used to investigate human psychology. Course emphasizes critical thinking, designing and conducting research, analyzing and interpreting data, and writing a professional research report. Prerequisite(s): Entry Level Writing and Composition requirements; Applied Mathematics and Statistics 2 or 3 or 6, or Mathematics 3 or higher level Mathematics course; and course 2 or Applied Mathematics and Statistics 5 or 7/7L. (F) L. Takayama, (W) B. Storm, (S) R. Covarrubias "
101. Topics in Developmental Psychology. *,"These topics, offered at different times by different instructors, examine selected topics in developmental psychology. (Formerly course 100.) The Staff "
102. Adolescent Development: Adolescence into Young Adulthood. S,"Focuses on individual and relational development from early adolescence into emergin adulthood. Emphasis on the mutual influences of family relationships and adolescent development, and on the interface of family, peer group, and school experience in cultural contexts. Prerequisite(s): courses 10 and 100. M. Azmitia "
103. Adult Development and Aging. S,"Overview of the cultural, societal, biological, interpersonal, and cognitive processes of adult development and aging. Class discusses how each of these contexts and processes promotes stability and change as adults experience adulthood, reflect on their lives, and prepare for death. Prerequisite(s): courses 3 or 100 and course 10. M. Azmitia "
104. Development in Infancy. W,"Focuses on psychological development in infancy. Presents research on perceptual, cognitive, and social-emotional development during the first two years of life. (Formerly course 101.) Prerequisite(s): courses 3 or 100, and 10. Enrollment is restricted to psychology and cognitive science majors. N. Akhtar "
105. Children's Thinking. S,Cognition in children from infancy through adolescence. Basic and current research on children's understanding of the social and physical world. Focus on major theoretical perspectives: especially Piaget's constructivist approach and sociocultural approach. Prerequisite(s): courses 10 and 100. Enrollment is restricted to psychology and cognitive science majors and minors. M. Callanan 
106. Social and Emotional Development. *,An examination of contemporary theory and research on social and emotional development from infancy through childhood. Prerequisite(s): courses 10 and 100. C. Leaper 
107. Gender and Development. *,"Examines the developmental psychology of gender in childhood and adolescence. Prerequisite(s): course 3 or 100, and course 10. Enrollment is restricted to psychology majors. C. Leaper "
108. Educational Psychology. *,"An overview of psychological theories and principles applied to formal and informal educational settings. Topics include: learning, motivation, cultural diversity, individual differences, and assessment. Students complete a research project. Prerequisite(s): courses 10 and 100. C. Byrd "
112. Moral Development. F,"How and why do children develop into moral beings? This course covers key theories and empirical research about the cognitive, emotional, and behavioral aspects of moral development, including psychoanalytic, behaviorist, constructivist, nativist, and evolutionary approaches. Prerequisite(s): courses 10 and 100. A. Dahl "
114. Human Development as a Cultural Process. F,"Examines interdisciplinary theory, research, and methods of studying the cultural basis of human development, and variations and similarities in human lives and practices in the United States and worldwide cultural communities. Prerequisite(s): courses 10 and 100. (General Education Code(s): CC.) B. Rogoff "
115. Lifespan Developmental Psychopathology. S,"Examines theory and research on developmental psychopathology. Emphasizes the origin and longitudinal course of disordered behavior. Explores the processes underlying continuity and change in patterns of adaptation and age-related changes in manifestations of disorders. Prerequisite(s): courses courses 3 or 100, 10, and 170. K. Cardilla "
"116. Communication Technologies, Culture, and Human Development. W","What is the role of Information Communication Technologies (ICTs) in human development and sociocultural change? Offers insights into how human cultures are changing with the proliferation of ICTs by examining how ICTs are incorporated into cognitive, social, and identity development in late childhood through adulthood. Prerequisite(s): courses 10 and 100. A. Manago "
118. Special Topics in Developmental Psychology.,The Staff 
118A. Children and War. *,"Examines the development and behavioral ecology of children affected by war. Discusses refugee children, displaced children, abandoned children, orphaned children, children living in protracted conflict, and child soldiers. Reviews child protection strategies and psychosocial intervention for war-affected children. Prerequisite(s): courses 3 or 100 and 10. D. Hoffman "
118B. Children in Extreme Circumstances. *,"Reviews child survival in life-threatening contexts. Examines the lives of street children, institutionalized children, orphans, children in extreme poverty, enslaved children, war-affected children, abandoned children, and children whose parents have HIV/AIDS and other life-threatening illnesses. Prerequisite(s): courses 3 or 100 and 10. Enrollment limited to 60. D. Hoffman "
118C. Theory of Mind. *,"Reviews recent research on how children come to understand the human mind, such as desire, belief, goals, and intention. Also discusses the implications of this research on typically and atypically developing children. Prerequisite(s): courses 10 and 100. Enrollment is restricted to psychology majors. Enrollment limited to 60. S. Wang "
118D. Growing Up in Panem: Developmental Psychology of the Hunger Games. *,"Uses ""The Hunger Games"" trilogy to explore contextual factors in child development and critically examine the parallels between Panem and the real world using psychology research. Topics include poverty, media, oppression, exposure to violence, resilience and resistance, Prerequisite(s): courses 10 and 100. C. Byrd "
"119. Senior Seminars in Developmental Psychology. F,W,S",The Staff 
119A. Development as a Sociocultural Process. *,"Examines theory and research in sociocultural approaches to how people (especially children) learn and develop through participating in activities of their communities with other people. Emphasizes the organization of social interactions and learning opportunities, especially in communities in the Americas where schooling has not historically been prevalent. Satisfies seminar requirement. Satisfies senior comprehensive requirement. Prerequisite(s): satisfaction of Entry Level Writing, Composition requirements; course 3 or 100, Anthropology 1 or 2, Education 92A, 92B, or 92C, Latin American and Latino Studies 1, or Sociology 1. Enrollment is restricted to seniors or by permission. Enrollment limited to 30. B. Rogoff "
119D. Cultural Perspectives on Adolescent Development. *,"Examines cultural influences on adolescence from diverse cultural, ethnic, and socioeconomic communities from the perspective of current interdisciplinary theories and research. Topics include: identity development; changes from early adolescence to adulthood; links among family, school, peer, and community experiences; programs for youth; and implications of bridging research, social policy, and community practice. Includes research practicum. Satisfies the seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): courses 3 or 100 and 10 and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior psychology majors or permission of instructor. Enrollment limited to 30. C. Cooper "
119E. The World of Babies. S,"Focuses on how infants learn about intuitive physics, naive psychology, and shared culture. Also discusses how cultural communities shape infants' learning. Satisfies the seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): satisfaction of Entry Level Writing and Composition requirements and course 100. Enrollment is restricted to senior psychology and cognitive science majors. Enrollment limited to 30. S. Wang "
119F. Language Development. *,"An introduction to language development in young children. Explores current theory and research in language development; and focuses on the preschool years. Satisfies the seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): satisfaction of Entry Level Writing and Composition requirements, course 10 and course 100. Enrollment is restricted to senior psychology and cognitive science majors. Enrollment limited to 30. N. Akhtar "
"119H. Children, Research, and Policy. *","Explores ways that research in developmental psychology can be used to address ""real-world"" problems facing children. With an analytical focus on evidence and generalizability, we will investigate research-policy connections in topics of popular interest (e.g., child custody, poverty). Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement (Formerly Developmental Psychology Research and ""Real World"" Problems) Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements and course 3 or 100. Enrollment is restricted to senior psychology majors. Enrollment limited to 30. M. Callanan "
119I. Special Topics in Narrative Development. *,"Examines a special topic of current interest in developmental psychology centering on the features of self-identity that develop in the context of telling stories of individual and/or shared experiences, such as self-defining memories or family stories. Satisfies the seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; course 3 or 100; Enrollment is restricted to senior psychology majors. Course 60 recommended. Enrollment limited to 30. A. Thorne "
119K. Emotional Development. S,"Covers classic and contemporary work on the nature and development of human emotions. Both theoretical perspectives and empirical research are discussed. Major topics include: emotion-cognition interplay, the measurement of emotion, universality and cultural variability, and emotional communication. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): courses 10 and 100 and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior psychology majors. Enrollment limited to 30. A. Dahl "
119M. Identity Development in Social and Cultural Contexts. W,Senior seminar that focuses on identity development in adolescence and young adulthood. Discusses theory and research on the development of personal and social identities and the sociocultural contexts in which these personal and social identities are negotiated. Satisfies seminar requirement. Satisfies senior comprehensive requirement. Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements and course 3 or 100; course 102 strongly recommended. Enrollment is restricted to senior psychology majors or by permission of instructor. Enrollment limited to 30. M. Azmitia 
119N. Hunger Games Seminar: Growing Up in Panem. *,"Uses The Hunger Games trilogy to explore contextual factors in child development and critically examines the parallels between Panem and the real world using psychology research. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): course 100 and satisfaction of Entry Level Writing, Composition requirements. Enrollment is restricted to senior psychology majors. Enrollment limited to 30. C. Byrd "
119P. Children and Technology. *,Covers current research and theory related to children and technology. Topics include: how children learn to use new technologies; how technology use impacts children's thinking; computer gaming and aggression; and how children's social relationships are influenced by technology. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): courses 1 and 10; and 100; and satisfaction of Entry Level Writing and Composition requirements. Enrollment is restricted to senior psychology and cognitive science majors. Enrollment limited to 30. M. Callanan 
119S. The Developmental Psychology of Love. *,"Drawing upon key theoretical and empirical findings from across psychology's subfields, this course explores how the experience and expression of love evolves across the life course and how the unique contributions of both partners to relationship dynamics contour relationship trajectories. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): course 100; satisfaction of entry-level writing and composition requirements. Enrollment is restricted to senior psychology majors. Enrollment limited to 30. The Staff "
119T. Media Contexts of Adolescent and Young Adult Development. F,"Focuses on the role of media in adolescents' and young adults' identity development, friendships, and peer relationships. Topics include: globalization; physical/body image; friendships and peer acceptance; and educational and career goals. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements, course 10, and course 3 or 100. Course 102 is recommended. Enrollment is restricted to senior psychology majors. Enrollment limited to 30. K. Cardilla "
120. Visual and Spatial Cognition. *,"Focuses on high-level perception and visual, spatial, and other sensorimotor representations as elements of human cognition. Topics include imagery, visual attention, mental models, spatial language, the body schema, near-body space, and brain organization for representing space. Prerequisite(s): course 1 or 20 or 20A, and course 100. Enrollment is restricted to cognitive science and psychology majors and minors. Enrollment limited to 60. M. Wilson "
120D. Deafness and Sign Language. *,"Explores what we can learn about human cognition by studying sensory loss and language in a different sensory modality. Topics include brain organization, sensory compensation, working memory, visual cognition, and psycholinguistics. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): course 1 or 20 or 20A, and course 100. Enrollment is restricted to psychology and cognitive science majors and minors. M. Wilson "
121. Perception. S,"Introduces the study of human perception. Topics include: the structure and function of the human eye and early visual cortex, perception of motion, color, and objects; recognition of faces; and audition, sensory integration, and synesthesia. Prerequisite(s): course 100, and 20A or 20B. Enrollment is restricted to psychology and cognitive science majors and minors. N. Davidenko "
123. Cognitive Neuroscience. S,"An examination of the physiological mechanisms of psychological processes, including sensory systems, motor systems, control systems, and memory and learning. Principles of nervous system organization are discussed at each level. (Formerly Behavioral Neuroscience) Prerequisite(s): course 100. Enrollment is restricted to psychology and cognitive science majors and minors. Enrollment limited to 130. J. Samaha "
124. Psychology of Reading. *,"Focuses on the cognitive processes that underlie reading in adults. Additional topics include different writing systems, learning to read, and reading deficits. Recommended for upper-division students. Prerequisite(s): course 100. Enrollment is restricted to psychology and cognitive science majors and minors. A. Kawamoto "
125. The Psychology of Language. F,"An analysis of human communication as a function of psychological, linguistic, and social factors. Focuses on language comprehension and production, including the processing of sounds, words, syntax, semantics, pragmatics, and dialogue. Prerequisite(s): course 100. Enrollment is restricted to psychology and cognitive science majors and minors. A. Kawamoto "
127. Computer Mediated Communication. *,Provides an introduction to cognition as it relates to how people communicate using computers and the Internet. Focuses on the cognitive and social aspects of communication. Prerequisite(s): course 100. Enrollment is restricted to psychology and cognitive science majors and minors. S. Whittaker 
128. Human Factors. W,"Human factors psychology studies human-machine interaction and computer usability, and involves diverse topics including user requirements analysis, user interface design, implementation and evaluation. Prerequisite(s): course 100. Enrollment restricted to psychology and cognitive science majors and minors. S. Whittaker "
129. Human Learning and Memory. S,"Examines basic theories, models, methods, and research findings in human memory. Both traditional and nontraditional topics are covered. Prerequisite(s): course 100. Enrollment is restricted to psychology and cognitive science majors and minors. (F) T. Seymour, (S) B. Storm "
"130. Deception, Brain, and Behavior. *","Focuses on behavioral and brain manifestations of deception. Topics include developmental changes that allow us to understand and to use deception, physical implications of lying expressed in the face, voice, posture, and brain activity. Also covers mechanical or behavioral techniques used in deceptive behavior, whether in the form of overt behavior or brain activity. Prerequisite(s): course 100; and course 20 or any upper-division cognitive course. Enrollment is restricted to psychology and cognitive science majors and minors. T. Seymour "
132. Neural Modeling. *,"Introduces students to the use of computer simulations in experimental psychology. Students use existing software to explore topics in cognition such as learning, memory, and psycholinguistics. One upper-division course in cognitive psychology (courses 120-139) is recommended. Prerequisite(s): course 100. Enrollment is restricted to psychology and cognitive science majors and minors. Enrollment limited to 15. A. Kawamoto "
135. Feelings and Emotions. F,"Focuses on contemporary research in the psychology of human emotions. Special attention given to work in cognitive science, including psychology, linguistics, philosophy, and anthropology, on how emotions are central to understanding human action and mental life. Prerequisite(s): course 100 and psychology and cognitive science majors and minors; or linguistics, philosophy, or anthropology majors. The Staff "
"137. Mind, Body, and World. *","Psychologists primarily view the mind as being separate from the body, and the body as being separate from the external world. This course questions this widely held position and explores the way that minds arise from individuals' bodily interactions with others and the world around them. Particular attention is paid to the role of human embodiment in language use and everyday cognition. Prerequisite(s): course 100 and psychology and cognitive science majors; or linguistics, philosophy, or anthropology majors. The Staff "
138. Computer Programming for the Cognitive Sciences. F,"Offers a practical introduction to computer programming for psychology and cognitive science students. Students learn simple and effective techniques for collecting, parsing, and analyzing behavioral data from behavioral experiments. Students create programs to present visual stimuli, collect keyboard responses, and then write response time and accuracy to datafiles on disk. Students then write new programs to extract information from the datafiles, perform statistical analysis, and present summaries of the findings. Students learn to use the Python programming language for cross-platform application development. No previous programming experience is necessary. Prerequisite(s): course 1 or 20A or 20B, and 100. Enrollment is restricted to psychology and cognitive science majors. T. Seymour "
"139. Senior Seminars in Cognitive Psychology. F,W,S",The Staff 
139B. Consciousness. *,"Provides a psychological study of human consciousness. Aim is to explore the following questions: What is consciousness? Where does consciousness come from? What functions does consciousness have in everyday cognition? How do we best scientifically study consciousness? These issues are examined from the perspective of contemporary research in cognitive science. Satisfies seminar requirement. Satisfies senior comprehensive requirement. Prerequisite(s): Entry Level Writing and Composition requirements and course 3 or 100. Enrollment is restricted to senior psychology, philosophy, anthropology, linguistics, and cognitive science majors. Enrollment limited to 30. R. Gibbs "
139D. Modeling Human Performance. *,"Hands-on experience using computational modeling to understand human cognitive-task performance by comparing simulated and human data. Satisfies senior seminar requirement. Satisfies senior comprehensive requirement. Enrollment restricted to senior psychology, cognitive science, computer science, and computer engineering majors, or by permission of instructor. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): Entry Level Writing and Composition requirements; course 3 or 100, and at least one of the following: course 121 or 123 or 128 or 129 or 132 or 138; or Computer Science 5C or 5J or 11 or 12A or 13H or 130 or 140. Enrollment limited to 30. T. Seymour "
139F. Psychology and Evolutionary Theory. *,"Human psychology is examined from the viewpoint of evolutionary theory, including perspectives from ethnology, anthropology, and neuropsychology. Upper-division students from diverse backgrounds are encouraged to enroll. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): Entry Level Writing and Composition requirements and course 3 or 100. Enrollment is restricted to senior psychology, anthropology, biology, philosophy, sociology, cognitive science, and feminist studies majors. Enrollment limited to 30. The Staff "
139G. Conversations. W,"Explores how conversations work and how speakers accomplish their goals in an interaction. Topics include conversational structure, turn-taking, variation in language use, and the functions of discourse markers (words like ""um,"" ""uh,"" and ""you know""). Satisfies seminar requirement. Satisfies senior comprehensive requirement. Prerequisite(s): satisfaction of Entry Level Writing and Composition requirements and course 3 or 100. Enrollment is restricted to senior psychology and cognitive science majors. Enrollment limited to 30. J. Fox Tree "
139H. Weird Science. F,"Explores the relationship between science and pseudoscience from a cognitive psychological perspective, including discussion of collection and selection of data, statistical assessment of data, cognitive illusions, memory distortions, reasoning, and decision-making. Also highlights the dissemination of scientific knowledge. Satisfies seminar requirement. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. (Formerly course 134.) Prerequisite(s): satisfaction of Entry Level Writing and Composition requirements and course 3 or 100. Enrollment is restricted to senior psychology and cognitive science majors. Enrollment limited to 30. J. Fox Tree "
139J. Forgetting. *,Explores forgetting as an essential and adaptive process in human memory. Topics include: intentional and unintentional forms of forgetting; the (re)constructive nature of memory; and cases of extreme remembering. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): satisfaction of Entry Level Writing and Composition requirements and course 3 or 100. Enrollment is restricted to senior psychology and cognitive science majors. Enrollment limited to 30. B. Storm 
139K. Face Recognition. F,"To navigate our social world, we need to extract a wealth of information from faces, including identity, expression, gaze, age, and gender. This seminar reviews current topics in face-recognition research, from cognitive, neuroscience, developmental, social, and computational perspectives. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; and course 1 or 20 or 20A; and course 3 or 100. Enrollment is restricted to senior cognitive science, neuroscience, and psychology majors. Enrollment limited to 30. N. Davidenko "
139L. Illusions. W,"Illusions arise when our perception differs from reality. In this course, students investigate the mechanisms of visual, auditory, and proprioceptive illusions as an approach to understand the capacities and limitations of our perceptual system. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): course 100, and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior psychology and cognitive science majors. Enrollment limited to 30. N. Davidenko "
139M. Human-Robot Interaction. S,"Explores the social and psychological processes underlying the design and evaluation of robotic systems that coexist with people. Topics include: current texts in the philosophy, psychology, and state-of-the art. Students develop new psychological explorations in human-robot interaction. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): course 100, and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior psychology and cognitive science majors. Enrollment limited to 30. L. Takayama "
139N. Diversity in Cognitive Psychology. *,"Lists of influential contributors to cognitive psychology insufficiently represent the influence of more diverse, non-traditional scientists. This course profiles the life and work of women and minority scientists who've made well-documented contributions to cognitive psychology, as well as those who've received less recognition. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): courses 1 and 100, and course 20A or 20B or 105; and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior cognitive science or psychology majors. Enrollment limited to 30. T. Seymour "
140. Topics in Social Psychology.,The Staff 
140B. African American Psychology. *,Incorporates historical and conceptual foundations; issues of social psychology; individual and developmental processes; and adjustment and clinical issues. Readings expose students to attributes of African American culture that have an impact on the psychology of African Americans as well as methodological issues relevant to key psychological topics. Prerequisite(s): course 100. Enrollment limited to 60. The Staff 
"140F. Mind, Society, and Culture. *","Introduces how social, cultural, and historical contexts shape psychological experiences, including self-concept, perception, emotion, health, and behavior. Draws from theories and research in psychology, sociology, and anthropology to highlight cultural variations in national populations (e.g., North Americans, East Asians) and multicultural populations within the United States (e.g., working-class Americans, African Americans, Mexican Americans, Native Americans). Prerequisite(s): course 100. The Staff "
140G. Women's Lives in Context. S,"Examines gender as a psychological and social factor that influences women's experiences in different contexts. Cuts across other areas of psychology by taking a women-centered approach. Emphasis also placed on understanding how intersections between gender, race and ethnicity, sexual orientation, socioeconomic status, etc., impact women's psychological well-being. Prerequisite(s): course 100, or Sociology 103B. Enrollment is restricted to junior and senior psychology and sociology majors. S. Grabe "
140H. Sexual Identity and Society. F,"Addresses sexual and gender identity diversity in social, historical, and political context. Highlights current social justice issues and cultural ideologies related to sexual and gender identity diversity. Discusses social and scientific activism for sexual liberation; gay and lesbian identities and communities; sexuality beyond binaries and categories (e.g., bisexuality, pansexuality); asexuality; kink/fetish; transgender identities and sexualities; sexual fluidity and heteroflexibility; and queer sexual ethics and politics. Prerequisite(s): course 100. (General Education Code(s): TA.) P. Hammack "
