"100. Research Methods in Psychology (7 credits). F,W,S","An introduction to research methods used to investigate human psychology. Course emphasizes critical thinking, designing and conducting research, analyzing and interpreting data, and writing a professional research report. Prerequisite(s): Entry Level Writing and Composition requirements; Applied Mathematics and Statistics 2 or 3 or 6, or Mathematics 3 or higher level Mathematics course; and course 2 or Applied Mathematics and Statistics 5 or 7/7L. (F) L. Takayama, (W) B. Storm, (S) R. Covarrubias "
140L. Women's Bodies and Psychological Well-Being. W,"Examines how women's bodily experiences (e.g., sexual objectification, violence, menarche, sexual health) are uniquely tied to their subordinate status and impacts their psychological well-being. Theories of gender inequality will address how social control directed at women's bodies through power relations embedded in societal institutions contributes to women's marginalized status. Enrollment restricted to senior psychology, sociology, feminist studies, and community studies majors. Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; and course 100, or Sociology 103B, or Feminist Studies 100, or Community Studies 100. Enrollment limited to 60. S. Grabe "
"140M. Legitimizing (In)Equality: Attitudes, Beliefs, and Social Policy. W","Drawing on research in social psychology, political psychology, and critical policy studies, course examines how beliefs legitimize inequality, influence intergroup relations, and inform policy attitudes. Both hierarchy-enhancing and hierarchy-attenuating beliefs are reviewed. Prerequisite(s): course 100. Enrollment is restricted psychology, community studies, legal studies, politics, and sociology students. H. Bullock "
140Q. Social Psychology of Gender. *,"Considers individual, interpersonal, and cultural influences on gender similarities and differences in thinking, motivation, and behavior. Emphasizes factors related to power and status inequalities between women and men. Prerequisite(s): courses 3 or 100. C. Leaper "
140T. Psychology of Trauma. S,"Overview of psychological theory and research on trauma and traumatic stress, including responses to childhood trauma (especially sexual abuse), combat, and natural disasters. Variety of theoretical frameworks presented, including developmental, cognitive, neuropsychological, clinical, and social/contextual. Prerequisite(s):course 100 or permission of instructor. E. Zurbriggen "
141. Privacy and Surveillance. *,"Survey of theory and research on privacy and surveillance. Topics include: the functions of privacy; threats to privacy in multiple domains; the psychological impact of surveillance; historical and cultural differences in privacy and surveillance practices; and the relationship between privacy, surveillance, and social justice. Prerequisite(s): course 100, or by permission of the instructor. E. Zurbriggen "
142. Psychology of Oppression and Liberation. *,"Provides theoretical frameworks for understanding interlocking systems of oppression from the perspective of ""the oppressed"" as well as ""the oppressor"" nationally and internationally. Goes beyond mainstream (traditional) psychology and emphasizes critical psychological perspectives that include micro- and macro-level theories of oppression; importance of ideology in oppressive systems; and theories of social change and liberation across contexts. Prerequisite(s): course 3 or 100 or feminist studies, sociology, community studies, or politics majors. The Staff "
145. Social Influence. W,An advanced course for upper-division undergraduates interested in the study of the persuasion process. The course investigates common influence tactics and how those tactics are used in various settings. Prerequisite(s): course 3 or 100. A. Pratkanis 
145D. Social Psychology of Autocracy and Democracy. S,"Humans are the only animal capable of living in both authoritarian and democratic regimes. Course explores the nature of these forms of social relationships with a goal of promoting democracy. Topics include: obedience to authority, conformity, self-justification, propaganda, power, and conflict resolution. Prerequisite(s): course 100. A. Pratkanis "
146. The Social Context. *,"A systematic analysis of the social and contextual determinants of human behavior, with special attention given to concepts of situational control, social comparison, role and attribution theories, as well as the macrodeterminants of behavior: cultural, historical, and sociopolitical context. Prerequisite(s): course 100. The Staff "
147A. Psychology and Law. *,"Current and future relationships between law and psychology, paying special attention to gaps between legal fictions and psychological realities in the legal system. Topics include an introduction to social science and law, the nature of legal and criminal responsibility, the relationship between the social and legal concepts of discrimination, and the nature of legal punishment. (Also offered as Legal Studies 147A. Students cannot receive credit for both courses.) Prerequisite(s): courses 3 or 100; and course 40 is highly recommended prior to taking this course. Enrollment is restricted to psychology, pre-psychology, and legal studies majors. C. Haney "
147B. Psychology and Law. *,"Continuing discussion of current and future relationships between law and psychology and to contrasting psychological realities with legal fictions. Special attention is given to the criminal justice system including crime causation, the psychology of policing and interrogation, plea bargaining, jury selection and decision making, eyewitness identification, and the psychology of imprisonment. (Also offered as Legal Studies 147B. Students cannot receive credit for both courses.) Prerequisite(s): course 147A. C. Haney "
149. Community Psychology: Transforming Communities. *,"Introduces community psychology, a discipline that blends social psychology, sociology, and anthropology. Topics include levels of analysis, ecologies, prevention, intervention, feminisms, empowerment, sense of community, coalition building, and social justice and action. Prerequisite(s): course 3 or 100. Enrollment is restricted to juniors and seniors.  R. Langhout "
"150. Social Psychology of Flimflam. F,S","Why do we believe strange things? This course investigates such flimflams as beliefs in the Loch Ness Monster, quack health care, and racial superiority to illustrate the underlying social psychological principles that lead us to adopt weird attitudes. Prerequisite(s): course 100. Enrollment is restricted to psychology majors. A. Pratkanis "
153. The Psychology of Poverty and Social Class. *,"Examines how social class shapes attitudes, beliefs, and behaviors. Emphasis is placed on structural barriers and their impact on the well-being of low-income groups. Strategies for reducing classist discrimination, improving interclass relations, and strengthening social policy are discussed. Prerequisite: course 3 or 100, or anthropology, community studies, economics, legal studies, politics, sociology, or feminist studies majors. H. Bullock "
155. Social-Community Psychology in Practice. *,"This service-learning course requires time in the classroom and the field. Students gain a deep understanding of social justice paradigms, community-based collaborative research, ethics, field-based research, reflexivity, and socio-cultural development modes. Prerequisite(s): Courses 3 or 100; courses 149 and 182 are recommended prior to taking this course. Admission by application and interview only. (Formerly course 159P.) Enrollment limited to 15. (General Education Code(s): PR-S.) R. Langhout "
"159. Senior Seminars in Social Psychology. F,W,S",The Staff 
159A. Sexual Identity. S,"Considers the experience of lesbian, gay, bisexual, and transgender individuals from a psychological perspective. Reviews theory and research on compulsive heterosexuality, heterosexism and homophobia, culture and sexual-identity diversity, issues of history and community of LGBT individuals, and perspectives on sex, gender, and sexuality from queer theory. Satisfies the seminar requirements. Satisfies the senior comprehensive requirement. Prerequisite(s): course 100, and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior psychology majors. Enrollment limited to 30. P. Hammack "
159D. Psychology of Sexual Aggression. *,"An overview of psychological theory and research related to sexual aggression, focusing on both perpetration and victimization. Includes a discussion of the social construction of masculinity and femininity, media representations of sexual violence, and alternative (non-aggressive) visions of sexuality. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): Entry Level Writing and Composition requirements; and course 3 or 100. Enrollment is restricted to senior psychology or feminist studies majors or permission of instructor. Enrollment limited to 30. E. Zurbriggen "
159E. Peace Psychology. S,"Is war inevitable? What is peace? Is it more than the absence of violence? Explore how psychology— the study of human behavior —can help to decrease violence and enhance cooperation at multiple levels including the personal, interpersonal, community, and international arenas. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): Entry Level Writing and Composition requirements; and course 3 or 100. Enrollment is restricted to senior psychology majors. Enrollment limited to 30. R. Majzler "
159H. Community-Based Interventions. W,Topics include: what makes a successful intervention; what happens before the formal intervention begins; the ethics involved with interventions; different methods for assessing interventions; and different praxis models. Satisfies the seminar requirement. Satisfies the senior comprehensive requirement. A service component is involved. Prerequisite(s): satisfaction of Entry Level Writing and Composition requirements and course 3 or 100. Enrollment is restricted to senior psychology majors. Enrollment limited to 30. R. Langhout 
159I. Psychology of Immigration. F,Provides an overview of the social and cultural psychological study of immigrants in the United States. Examines the migration/immigration process; immigrants' social identities; schooling of immigrant youth; and impact of policy on the well-being of immigrants. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): course 100 and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior psychology majors. Enrollment limited to 30. S. Casanova 
159J. Social Psychology of Social Justice. W,"Why do some situations seem fair and others unfair? Are all people concerned with justice or are some scoundrels? This course looks at the principles of distributive, procedural, and retributive justice and at real world applications of theories. Satisfies seminar requirement. Satisfies senior comprehensive requirement. Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior psychology majors. Enrollment limited to 30. F. Crosby "
159N. Psychology of Mentoring. W,Looks at the psychological studies of mentoring. Examines empirical studies and connects those to lived experience. Critical inquiry is stressed. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements and course 100. Enrollment is restricted to senior psychology majors. Enrollment limited to 30. F. Crosby 
159R. Achievement Disparities: A Social Psychological Perspective. F,"In this interactive seminar, we draw on research and theories in social and cultural psychology to examine persisting disparities in education and achievement for varying social groups (e.g., race/ethnicity, gender, social class) and to identify intervention strategies for reducing these disparities. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): course 100, and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior psychology majors. Enrollment limited to 30. R. Covarrubias "
159S. Queer Intimacies. S,"Examines the science of relationship diversity through the lens of social psychology. Reviews popular and psychological literature on same-sex relationships, polyamory/consensual non-monogamy, kink/fetish/BDSM relationships, chosen families, asexuality, and transgender intimacy. Concludes with discussion of the impact of queer intimacies on heterosexuality. Satisfies the seminar requirements. Satisfies the senior comprehensive requirement. Prequisite(s): satisfaction of the Entry Level Writing and Composition requirements, and course 100. Enrollment is restricted to senior psychology majors. Enrollment limited to 30. P. Hammack "
159X. Psychology of Social Activism. *,"Covers social-psychological scholarship relevant to social justice activism that receives limited academic attention in conventional psychology. The seminar aims at understanding how knowledge gained in action-oriented research can be applied to social change. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prequisite(s): satisfaction of the Entry Level Writing and Composition requirements, and course 100. Enrollment is restricted to senior psychology majors. Enrollment limited to 30. S. Grabe "
165. Systems of Psychotherapy. *,"A review of the major methods of psychotherapy most currently practiced, including ethical standards and dilemmas, and client-therapist-system variables affecting efficacy. Prerequisite(s): course 3 or 100; course 60 or 170 recommended. V. Tonay "
166. Personality Assessment. *,"How do we really know a person? Provides experience assessing such individual differences as intimacy motivation, dominance, creativity, and well-being. Students construct their own personality test and learn to evaluate the kinds of self-report, observational, projective, and interview techniques used in organizational and clinical contexts. Prerequisite(s): course 100; course 60 highly recommended as preparation. V. Tonay "
"167. Clinical Psychology. F,S","Serves as an in-depth introduction to the field of clinical psychology. Covers issues of clinical assessment, interviewing, testing, and a range of therapeutic modalities. Prerequisite(s): course 100; course 170 is recommended as preparation. Enrollment is restricted to psychology majors. Enrollment limited to 120. R. Quinn "
168. The Study of Dreams. *,"An overview of dream studies by several major theorists and researchers of the 20th century, including Freud, Jung, and Hall. An emphasis on studies that reveal cognitive conceptions and personal concerns through quantitative and qualitative analyses of sets of dreams from individuals and groups. Other topics covered more briefly include dream recall, children and dreams, and the role of dreams within cultures. Prerequisite(s): course 3. G. Domhoff "
169. Community Mental Health (CMH). *,"How can we improve mental health? Examines theory, method, and efficacy research of outreach, prevention, and intervention methods with various mental health populations in community settings (e.g., victims of sexual violence, new immigrants, those with severe mental illness, children in foster care). Presents characteristics of successful CMH agencies and programs and how to develope one's own agency or intervention model. Prerequisite(s): course 100. Courses 60 or 170 recommended. V. Tonay "
"170. Abnormal Psychology. W,S","Survey of theory, research, and intervention in human psychopathology. Covers psychological, biological, developmental, and socio-cultural approaches. Prerequisite(s): course 100; course 60 highly recommended as preparation. D. Hoffman "
171. Childhood Psychopathology. F,"A critical and intensive exploration of a wide variety of specific disorders within their biological, developmental, and social contexts. Concepts of psychopathology in childhood, major and minor diagnostic systems, and a variety of theories of etiology are explored. General intervention strategies and a wide range of specific psychotherapy systems for treatment are closely examined and demonstrated. Prerequisite(s): courses 3 or 100; and course 10. Course 170 strongly recommended. D. Saposnek "
172. Health Psychology. *,"Course examines the psychological aspects of health, illness and healing. Focuses primarily on etiology, treatment and prevention; specific topics include stress and the immune response, social support, compliance, health beliefs, and the healing relationship. (Formerly course 140C.) Prerequisite(s): courses 3 or 100. The Staff "
"175. Personality, Relationships, and Emotions. W",Explores the reciprocal development of personalities and emotions/emotion regulation in the context of close relationships. Prerequisite(s): course 3 or 100. Courses 10 and 60 recommended as preparation. Enrollment limited to 80. K. Cardilla 
"179. Senior Seminars in Personality Psychology. F,W,S",The Staff 
179A. Theories of Moral Psychology. *,"A seminar course with focus on theories of moral development from the psychoanalytic, social learning, cognitive-developmental, and humanistic perspectives. Students confront and discuss moral dilemmas from the four perspectives, working toward their own individual theories of pro-social behavior. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): essay required on a moral issue or dilemma relevant to the student's life. Prerequisite(s): Entry Level Writing and Composition requirements; and course 3 or 100. Enrollment is restricted to senior psychology majors. Enrollment limited to 30. R. Quinn "
179B. Children and Divorce. S,Explores history and psychology of divorce and the short- and long-term effects of divorce on children. Examines wide range of findings that have drawn diametrically opposed conclusions; delves into social attitudes and legal structures that have impeded and enhanced divorce transitions for children and parents; investigates future models for divorcing that are child-friendly and consistent with findings from newly emerging longitudinal research on children and divorce. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): satisfaction of Entry Level Writing and Composition requirements; course 3 or 100. Enrollment is restricted to senior psychology majors. Enrollment limited to 30. D. Saposnek 
179D. Psychological Interpretation. *,"Seminar explores analytic, Jungian, and object-relations interpretive systems in-depth, using qualitative research methods on film, music, literature, and art, as well as psychological measures such as TAT, dream, and interview protocols. Interprets psyche of author, audience, and engendering culture. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): course 100, and course 60 or course 165; satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior psychology and cognitive science majors. Enrollment limited to 30. V. Tonay "
179F. The Path to a Science of Dreaming. S,"Focuses on the methods and empirical findings that led gradually to development of a neurocognitive theory of dreaming between 1953 and 2016. Emphasis is on the difficulties of adapting methods useful in studying waking thought to the study of dreaming, the counterintuitive nature of many of the findings, the importance of replicating new results, and the general lessons about the nature of science that can be drawn from this particular scientific odyssey. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): course 100 and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior psychology majors. Enrollment limited to 30. G. Domhoff "
"179G. Child, Youth, and Family Assistance in the Community. *","Allows students in psychology field study to conduct senior capstone projects on topics related to their service learning (field study). The seminar is devoted to creating projects related to community systems that address the needs of at-risk child, youth, and families. Students in the seminar should be pre-enrolled in course 193. Satisfies the senior seminar requirement. Satisfies the senior comprehensive requirement. Prerequisite(s): satisfaction of Entry Level Writing and Composition requirements and course 3 or 100. Enrollment is restricted to senior psychology majors. Enrollment limited to 30. D. Hoffman "
181. Psychological Data Analysis. S,"Intermediate statistical methods widely used in psychology (e.g., ANOVA, ANCOVA, multiple-comparisons, bivariate correlation, multiple regression, repeated-measures), corresponding SPSS or R programs, and elements of measurement theory. Prerequisite(s): course 100. K. Cardilla "
182. Qualitative Research Methods. W,"Designed to equip students with the ability to evaluate, conceive, and carry out psychological research. A variety of techniques (observational, ethnographic, and field) examined and experienced. Students carry out research projects. (Formerly Advanced Research Methods.) Prerequisite: course 100. Enrollment limited to 30. (General Education Code(s): PR-E.) The Staff "
183. History and Systems of Psychology. *,"An overview of the history of psychology. Examines issues of paradigm and philosophy of science. Reviews central paradigms in the history of the discipline. Assumes a critical-historical approach, linking scientific knowledge produced to prevailing societal beliefs about mind and behavior. (Formerly course 180) Prerequisite(s): course 3 or 100. P. Hammack "
190. Senior Seminars.,Special topics with a format varying each quarter. The Staff 
191. Teaching College Psychology.,A series designed to provide undergraduates at the upper-division level with an opportunity to participate in planning and teaching college-level psychology. May not be repeated for credit. The Staff 
"191A. Introduction to Teaching Psychology. F,W,S","Students lead discussion groups and provide one-to-one tutoring for courses 1 or 3 or 100. Admission requires essay describing interest in becoming a course assistant, copies of psychology evaluations, and a letter of recommendation from a psychology faculty member; completion of some upper-division psychology courses prior to enrollment in this course. Prerequisite(s): course 3 or 100. Enrollment restricted to psychology majors. (Formerly ""Introduction to Psychology."") Enrollment limited to 20. (F) K. Cardilla, (W) A. Kawamoto, (S) R. Majzler "
"192. Directed Student Teaching. F,W,S",Teaching of a lower-division seminar (course 42) under faculty supervision. Available only to upper-division or graduate students. Students submit petition to sponsoring agency. The Staff 
"193. Field Study. F,W,S",Series designed to provide advanced psychology undergraduates opportunity to apply what they have learned in the classroom to direct experience in a community agency. Students earn academic credit by working as interns at a variety of psychological settings where they are trained and supervised by a professional within the agency. Faculty also supervise the students' academic work by providing guidance and helping them integrate psychological theories with their hands-on intern experience. A two-quarter commitment. Students submit petition to sponsoring agency. Prerequisite(s): courses 3 or 100. Enrollment restricted to junior and senior psychology majors. May be repeated for credit. (General Education Code(s): PR-S.) The Staff 
"193A. Developmental Field Study. F,W,S",Work in a community-based setting while completing self-directed academic work focused in the developmental area under the guidance of a faculty member. Students submit petition to sponsoring agency; applications due one quarter in advance to the Psychology Field Study Office. Prerequisite(s): courses 3 or 100. Enrollment restricted to junior and senior psychology majors. Enrollment limited to 100. May be repeated for credit. (General Education Code(s): PR-S.) The Staff 
"193B. Cognitive Field Study. F,W,S",Work in a community-based setting while completing self-directed academic work focused in the cognitive area under guidance of a faculty member. Students submit petition to sponsoring agency; applications due one quarter in advance to the Psychology Field Study Office. Prerequisite(s): courses 3 or 100. Enrollment restricted to junior and senior psychology majors. May be repeated for credit. (General Education Code(s): PR-S.) The Staff 
"193C. Social Field Study. F,W,S",Work in community-based setting while completing self-directed academic work focused in the social area under guidance of a faculty member. Students submit petition to sponsoring agency; applications due one quarter in advance to the Psychology Field Study Office. Prerequisite(s): courses 3 or 100. Enrollment restricted to junior and senior psychology majors. May be repeated for credit. (General Education Code(s): PR-S.) The Staff 
"193D. Clinical/Personality Field Study. F,W,S",Work in community-based setting while completing self-directed academic work focused in clinical or personality area under guidance of a faculty member. Students submit petition to sponsoring agency; applications due one quarter in advance to the Psychology Field Study Office. Prerequisite(s): courses 3 or 100. Enrollment restricted to junior and senior psychology majors. May be repeated for credit. (General Education Code(s): PR-S.) The Staff 
194. Advanced Research in Special Topics.,Provides a means for a small group of students to do research on a particular topic in consultation with a faculty sponsor. The Staff 
"194A. Advanced Developmental Research. F,W,S",Provides students with intensive experience conducting current research in developmental psychology. Students submit petition to sponsoring agency. May be repeated for credit. The Staff 
"194B. Advanced Cognitive Research. F,W,S",Provides students with intensive experience conducting current research in cognitive psychology. Students submit petition to sponsoring agency. May be repeated for credit. The Staff 
"194C. Advanced Social Research. F,W,S",Provides students with intensive experience conducting current research in social psychology. Students submit petition to sponsoring agency. May be repeated for credit. The Staff 
"195A. Senior Thesis. F,W,S","Preparation of a senior thesis over one, two, or three quarters, beginning in any quarter. When taken as a multiple-term course extending over two or three quarters, the grade and evaluation submitted for the final quarter apply to each of the previous quarters. Students contemplating a senior thesis should have a superior academic record and be well prepared with a suitable background of previous coursework or independent study for performing their proposed research. Students must file a petition with the Psychology Office the quarter in which they would like to begin the thesis. Senior thesis petitions are available in the Psychology Department Office. Check with office for enrollment conditions. The Staff "
"195B. Senior Thesis. F,W,S","Preparation of a senior thesis over one, two, or three quarters, beginning in any quarter. When taken as a multiple-term course extending over two or three quarters, the grade and evaluation submitted for the final quarter apply to each of the previous quarters. Students contemplating a senior thesis should have a superior academic record and be well prepared with a suitable background of previous coursework or independent study for performing their proposed research. Students must file a petition with the Psychology Office the quarter in which they would like to begin the thesis. Senior thesis petitions are available in the Psychology Department Office. Check with office for enrollment conditions. The Staff "
"195C. Senior Thesis. F,W,S","Preparation of a senior thesis over one, two, or three quarters, beginning in any quarter. When taken as a multiple-term course extending over two or three quarters, the grade and evaluation submitted for the final quarter apply to each of the previous quarters. Students contemplating a senior thesis should have a superior academic record and be well prepared with a suitable background of previous coursework or independent study for performing their proposed research. Students must file a petition with the Psychology Office the quarter in which they would like to begin the thesis. Senior thesis petitions are available in the Psychology Department Office. Check with office for enrollment conditions. The Staff "
"198. Independent Field Study. F,W,S","Provides psychology majors with the opportunity to apply what has been learned in the classroom to direct experience in a community agency outside the local community. Students earn academic credit by working as interns at a variety of psychological settings, where they are trained and supervised by a professional on site. Faculty also supervise the students' field study, providing guidance and help integrating psychological theories with their hands-on experience. Two-quarter commitment required. Admission requires completion of lower-division psychology major requirements; students submit petition to sponsoring agency. Applications are due one quarter in advance to the Psychology Field Study Office. Enrollment restricted to junior and senior psychology majors. May be repeated for credit. The Staff "
"199. Tutorial. F,W,S",Individual directed study for upper-division undergraduates. Students must file a petition with the Psychology Office the quarter in which they would like to take the tutorial. Petitions may be obtained in the Psychology Department Office. May be repeated for credit. The Staff 
"199F. Tutorial (2 credits). F,W,S",Specialized study with individual faculty as psychology peer advisors. May not be applied toward major requirements. Students submit petition to sponsoring agency. Application and interview required during the previous quarter. Enrollment restricted to junior and senior psychology majors. May be repeated for credit. The Staff 
"199G. Tutorial (3 credits). F,W,S",Specialized study with individual faculty. May not be applied toward major requirements. Students submit petition to sponsoring agency. May be repeated for credit. The Staff
